관리번호,기준연도,읍면동,읍면동코드,리,지목,경작연도,경작면적,실제면적
8075,2022,남일면,45500360000,상동리,답,2020,519,519.53
8331,2022,남일면,45500360000,신동리,답,2020,1043,1084.24
8587,2022,복수면,45500390000,곡남리,답,2020,1359,1359.28
8843,2022,진산면,45500380000,만악리,답,2020,847,847.56
9099,2022,진산면,45500380000,지방리,유,2020,311,2135.98
9355,2022,금성면,45500320000,도곡리,전,2020,77,7394.1
9611,2022,부리면,45500340000,선원리,임,2020,1558,11326.44
9867,2022,남일면,45500360000,덕천리,답,2020,1041,1041.93
140,2022,진산면,45500380000,지방리,답,2022,68,68.47
396,2022,제원면,45500330000,대산리,전,2022,1968,1968.94
652,2022,제원면,45500330000,동곡리,전,2022,1057,1445.43
908,2022,제원면,45500330000,천내리,전,2022,1521,1521.51
1164,2022,금성면,45500320000,하류리,답,2020,2964,2964.81
1420,2022,부리면,45500340000,선원리,답,2022,1748,1748.2
1676,2022,부리면,45500340000,수통리,답,2022,1651,1651.3
1932,2022,남일면,45500360000,마장리,답,2022,750,750.01
2188,2022,남일면,45500360000,황풍리,답,2020,2245,2245.66
2444,2022,남이면,45500370000,건천리,답,2022,1118,1292.59
2700,2022,남이면,45500370000,성곡리,답,2022,1271,2947.76
2956,2022,금성면,45500320000,두곡리,답,2022,1333,1333.09
3212,2022,부리면,45500340000,평촌리,답,2020,1431,1431.7
3468,2022,부리면,45500340000,예미리,답,2020,2475,2475.41
3724,2022,금산읍,45500310000,음지리,전,2022,166,247.19
3980,2022,남일면,45500360000,신정리,답,2020,1023,1023.95
4236,2022,금산읍,45500310000,양지리,답,2020,54,2178.63
4492,2022,부리면,45500340000,선원리,답,2018,2642,2642.2
4748,2022,금성면,45500320000,의총리,답,2016,2360,2360.65
5004,2022,제원면,45500330000,대산리,답,2018,1091,1091.6
5260,2022,군북면,45500350000,보광리,임,2016,1418,29452.79
5516,2022,진산면,45500380000,만악리,전,2018,382,382.45
5772,2022,부리면,45500340000,선원리,답,2018,1594,1594.78
6028,2022,부리면,45500340000,창평리,답,2018,1973,1973.26
6284,2022,금산읍,45500310000,양지리,답,2020,572,770.18
6540,2022,금성면,45500320000,파초리,답,2020,1802,1802.13
6796,2022,부리면,45500340000,창평리,답,2019,451,451.51
7052,2022,금성면,45500320000,화림리,답,2020,1691,1691.39
7308,2022,남일면,45500360000,마장리,답,2019,1168,1168.29
7564,2022,진산면,45500380000,막현리,답,2020,10,10.99
7820,2022,남일면,45500360000,덕천리,답,2019,4764,4764.9
8076,2022,남일면,45500360000,상동리,답,2020,1551,1551.9
8332,2022,남일면,45500360000,신동리,답,2020,1825,1825.97
8588,2022,남이면,45500370000,흑암리,답,2020,95,119.27
8844,2022,추부면,45500400000,장대리,답,2020,1931,1931.63
9100,2022,진산면,45500380000,지방리,유,2020,53,1111.03
9356,2022,금성면,45500320000,도곡리,전,2020,127,7394.1
9612,2022,부리면,45500340000,불이리,도,2020,71,1901.39
9868,2022,군북면,45500350000,내부리,대,2017,16,432.37
141,2022,진산면,45500380000,지방리,답,2022,83,83.4
397,2022,제원면,45500330000,대산리,답,2022,1617,1617.29
653,2022,제원면,45500330000,동곡리,임,2022,711,25889.62
909,2022,제원면,45500330000,천내리,답,2022,1173,1173.88
1165,2022,금성면,45500320000,파초리,답,2020,1494,1495.0
1421,2022,군북면,45500350000,호티리,답,2020,1476,1476.93
1677,2022,부리면,45500340000,수통리,구,2022,79,9813.55
1933,2022,남일면,45500360000,마장리,답,2022,1753,1753.71
2189,2022,남일면,45500360000,황풍리,답,2020,1984,1984.03
2445,2022,남이면,45500370000,건천리,도,2022,230,1009.16
2701,2022,남이면,45500370000,성곡리,도,2022,54,79.73
2957,2022,금성면,45500320000,두곡리,답,2022,803,803.14
3213,2022,부리면,45500340000,평촌리,답,2016,3097,3097.31
3469,2022,부리면,45500340000,예미리,답,2020,452,452.78
3725,2022,금산읍,45500310000,계진리,전,2022,219,317.91
3981,2022,남일면,45500360000,음대리,천,2020,159,159.02
4237,2022,금산읍,45500310000,양지리,천,2020,913,70096.92
4493,2022,부리면,45500340000,관천리,답,2017,2212,2212.4
4749,2022,금성면,45500320000,의총리,답,2017,978,978.72
5005,2022,제원면,45500330000,대산리,답,2018,1976,1976.72
5261,2022,군북면,45500350000,보광리,임,2016,811,29452.79
5517,2022,진산면,45500380000,만악리,전,2018,471,537.77
5773,2022,금성면,45500320000,마수리,답,2018,3239,3239.77
6029,2022,부리면,45500340000,선원리,답,2020,1624,1624.06
6285,2022,금산읍,45500310000,양지리,답,2020,1883,2376.3
6541,2022,금성면,45500320000,파초리,답,2020,949,949.82
6797,2022,부리면,45500340000,창평리,답,2019,1030,1030.53
7053,2022,제원면,45500330000,수당리,답,2020,475,475.03
7309,2022,군북면,45500350000,내부리,답,2018,4328,4328.72
7565,2022,남이면,45500370000,매곡리,답,2020,2181,2181.95
7821,2022,남일면,45500360000,덕천리,답,2018,773,773.96
8077,2022,남일면,45500360000,상동리,답,2020,2978,2978.07
8333,2022,남일면,45500360000,음대리,답,2020,1747,1747.28
8589,2022,복수면,45500390000,목소리,답,2018,1328,1328.36
8845,2022,진산면,45500380000,엄정리,전,2020,1884,1884.22
9101,2022,진산면,45500380000,지방리,임,2020,572,14331.79
9357,2022,금성면,45500320000,도곡리,전,2020,523,7394.1
9613,2022,부리면,45500340000,불이리,전,2020,107,624.51
9869,2022,군북면,45500350000,내부리,구,2017,158,33278.75
142,2022,진산면,45500380000,지방리,답,2022,369,889.25
398,2022,제원면,45500330000,대산리,전,2022,1801,1801.25
654,2022,제원면,45500330000,동곡리,전,2022,14,200.71
910,2022,진산면,45500380000,엄정리,전,2020,3407,3407.87
1166,2022,금성면,45500320000,파초리,답,2020,1769,1769.44
1422,2022,군북면,45500350000,호티리,도,2020,137,4276.21
1678,2022,부리면,45500340000,수통리,임,2022,133,28027.0
1934,2022,남일면,45500360000,마장리,답,2022,1831,1831.6
2190,2022,남일면,45500360000,황풍리,답,2020,2409,2409.23
2446,2022,남이면,45500370000,건천리,답,2022,39,1488.81
2702,2022,남이면,45500370000,성곡리,전,2022,587,640.47
2958,2022,금성면,45500320000,대암리,전,2022,2559,2559.53
3214,2022,금성면,45500320000,도곡리,전,2022,474,474.62
3470,2022,부리면,45500340000,예미리,답,2020,884,1127.88
3726,2022,남일면,45500360000,신천리,답,2020,631,631.15
3982,2022,남일면,45500360000,음대리,답,2020,548,548.97
4238,2022,금산읍,45500310000,양지리,천,2017,491,70096.92
4494,2022,부리면,45500340000,불이리,전,2018,770,873.45
4750,2022,금성면,45500320000,의총리,과,2017,1026,1026.36
5006,2022,제원면,45500330000,대산리,답,2018,1948,4158.79
5262,2022,군북면,45500350000,보광리,전,2018,411,7474.02
5518,2022,진산면,45500380000,만악리,전,2018,323,323.49
5774,2022,금산읍,45500310000,신대리,전,2018,976,976.78
6030,2022,부리면,45500340000,선원리,답,2018,1048,1048.11
6286,2022,금산읍,45500310000,양지리,답,2020,1427,1604.13
6542,2022,금성면,45500320000,파초리,답,2020,2047,2047.27
6798,2022,부리면,45500340000,창평리,답,2018,2359,2359.78
7054,2022,제원면,45500330000,수당리,답,2020,263,263.11
7310,2022,복수면,45500390000,백암리,답,2019,2370,2370.99
7566,2022,남일면,45500360000,덕천리,답,2020,2759,2759.93
7822,2022,남일면,45500360000,덕천리,답,2018,1589,1589.99
8078,2022,남일면,45500360000,상동리,답,2020,1258,1258.48
8334,2022,남일면,45500360000,음대리,답,2020,4011,4011.33
8590,2022,복수면,45500390000,백암리,답,2019,439,583.03
8846,2022,진산면,45500380000,엄정리,답,2020,1705,1988.85
9102,2022,진산면,45500380000,지방리,전,2020,467,2997.93
9358,2022,금성면,45500320000,도곡리,전,2020,360,240.41
9614,2022,부리면,45500340000,불이리,임,2020,553,15609.44
9870,2022,남이면,45500370000,역평리,답,2020,1371,1901.47
143,2022,진산면,45500380000,지방리,답,2022,97,253.73
399,2022,제원면,45500330000,대산리,답,2022,968,2105.77
655,2022,제원면,45500330000,명곡리,과,2022,2729,2729.78
911,2022,진산면,45500380000,엄정리,전,2020,818,819.0
1167,2022,부리면,45500340000,현내리,구,2022,84,27645.2
1423,2022,부리면,45500340000,선원리,전,2022,490,490.01
1679,2022,부리면,45500340000,수통리,임,2022,162,2372.62
1935,2022,남일면,45500360000,마장리,답,2022,1072,1072.5
2191,2022,남일면,45500360000,덕천리,답,2022,1621,1621.79
2447,2022,남이면,45500370000,건천리,도,2022,25,1009.16
2703,2022,남이면,45500370000,성곡리,답,2022,1409,1409.3
2959,2022,금성면,45500320000,대암리,구,2022,197,45908.69
3215,2022,금성면,45500320000,도곡리,임,2022,783,39708.98
3471,2022,부리면,45500340000,양곡리,전,2018,1243,1243.41
3727,2022,금산읍,45500310000,계진리,전,2022,1115,1188.75
3983,2022,남일면,45500360000,음대리,답,2020,578,578.01
4239,2022,금산읍,45500310000,양지리,도,2020,23,56.3
4495,2022,부리면,45500340000,불이리,답,2018,1736,1736.01
4751,2022,금성면,45500320000,의총리,답,2017,1411,1411.63
5007,2022,제원면,45500330000,대산리,답,2018,1928,1928.81
5263,2022,군북면,45500350000,상곡리,답,2018,1447,1613.5
5519,2022,진산면,45500380000,만악리,전,2018,178,0.0
5775,2022,부리면,45500340000,불이리,답,2018,2486,2486.99
6031,2022,부리면,45500340000,관천리,답,2017,992,992.56
6287,2022,금산읍,45500310000,양지리,답,2020,556,556.47
6543,2022,금성면,45500320000,하류리,전,2019,594,1512.43
6799,2022,부리면,45500340000,창평리,답,2019,1255,1549.2
7055,2022,제원면,45500330000,명곡리,답,2020,602,602.35
7311,2022,군북면,45500350000,내부리,답,2019,1883,1883.62
7567,2022,남일면,45500360000,덕천리,구,2020,297,297.99
7823,2022,남일면,45500360000,덕천리,답,2019,1037,1037.19
8079,2022,남일면,45500360000,상동리,답,2020,1708,1708.6
8335,2022,남일면,45500360000,음대리,답,2020,1307,1307.18
8591,2022,복수면,45500390000,백암리,답,2019,1727,1727.97
8847,2022,진산면,45500380000,석막리,답,2020,1064,1922.79
9103,2022,진산면,45500380000,지방리,천,2020,153,497.04
9359,2022,금성면,45500320000,도곡리,전,2020,3996,4525.74
9615,2022,부리면,45500340000,불이리,임,2020,735,15609.44
9871,2022,군북면,45500350000,천을리,답,2018,2121,2121.8
144,2022,진산면,45500380000,지방리,임,2022,53,12807.83
400,2022,제원면,45500330000,대산리,전,2022,143,2615.15
656,2022,제원면,45500330000,명곡리,답,2022,1323,1323.26
912,2022,제원면,45500330000,천내리,답,2022,1111,1111.16
1168,2022,부리면,45500340000,현내리,답,2022,392,1426.32
1424,2022,부리면,45500340000,선원리,답,2022,2478,2478.84
1680,2022,부리면,45500340000,수통리,구,2022,107,9813.55
1936,2022,남일면,45500360000,상동리,답,2022,999,999.85
2192,2022,남일면,45500360000,덕천리,전,2022,185,185.03
2448,2022,남이면,45500370000,건천리,전,2022,69,320.79
2704,2022,남이면,45500370000,성곡리,답,2022,3045,3045.04
2960,2022,금성면,45500320000,대암리,구,2022,48,45908.69
3216,2022,금성면,45500320000,도곡리,답,2022,1151,1151.75
3472,2022,부리면,45500340000,양곡리,임,2018,70,48360.81
3728,2022,금산읍,45500310000,계진리,전,2022,156,957.78
3984,2022,남일면,45500360000,신정리,임,2020,1104,1104.2
4240,2022,금산읍,45500310000,양지리,천,2018,1979,70096.92
4496,2022,부리면,45500340000,양곡리,도,2017,116,116.56
4752,2022,남이면,45500370000,하금리,답,2018,3038,3038.14
5008,2022,남이면,45500370000,성곡리,전,2017,3204,3204.18
5264,2022,군북면,45500350000,상곡리,전,2018,1680,1680.59
5520,2022,진산면,45500380000,만악리,전,2018,479,0.0
5776,2022,부리면,45500340000,불이리,답,2018,651,651.26
6032,2022,제원면,45500330000,수당리,답,2019,1829,1829.96
6288,2022,금산읍,45500310000,양지리,답,2020,148,148.65
6544,2022,금성면,45500320000,하류리,답,2019,1480,2177.92
6800,2022,부리면,45500340000,창평리,전,2019,2064,2396.84
7056,2022,금산읍,45500310000,하옥리,답,2020,161,161.41
7312,2022,군북면,45500350000,내부리,답,2018,357,357.74
7568,2022,남일면,45500360000,덕천리,답,2020,151,151.97
7824,2022,남일면,45500360000,덕천리,답,2019,1780,1780.74
8080,2022,남일면,45500360000,상동리,답,2020,187,187.96
8336,2022,남일면,45500360000,음대리,답,2020,1405,1405.9
8592,2022,복수면,45500390000,백암리,답,2019,1952,1952.91
8848,2022,남일면,45500360000,황풍리,전,2020,2449,2449.62
9104,2022,복수면,45500390000,수영리,도,2020,455,949.76
9360,2022,금산읍,45500310000,아인리,답,2020,93,1610.2
9616,2022,부리면,45500340000,불이리,임,2020,602,20642.9
9872,2022,남이면,45500370000,상금리,임,2018,343,581155.32
145,2022,진산면,45500380000,교촌리,전,2022,3829,4537.59
401,2022,제원면,45500330000,대산리,과,2022,1902,1902.29
657,2022,제원면,45500330000,수당리,과,2022,2004,2025.9
913,2022,제원면,45500330000,천내리,대,2022,1723,1723.12
1169,2022,부리면,45500340000,현내리,답,2022,2035,2035.36
1425,2022,부리면,45500340000,선원리,전,2022,1162,1162.11
1681,2022,부리면,45500340000,방우리,답,2022,2432,2432.59
1937,2022,남일면,45500360000,상동리,답,2022,1999,1999.87
2193,2022,남일면,45500360000,황풍리,전,2020,1061,1061.74
2449,2022,제원면,45500330000,천내리,답,2021,850,850.39
2705,2022,남이면,45500370000,하금리,전,2020,1861,1861.71
2961,2022,남일면,45500360000,마장리,답,2020,1694,1869.64
3217,2022,부리면,45500340000,평촌리,전,2021,557,557.61
3473,2022,부리면,45500340000,양곡리,임,2018,289,48360.81
3729,2022,남일면,45500360000,신천리,답,2020,1558,1558.72
3985,2022,군북면,45500350000,두두리,답,2022,971,971.06
4241,2022,금산읍,45500310000,양지리,답,2020,2122,2178.63
4497,2022,부리면,45500340000,양곡리,답,2018,1149,1149.31
4753,2022,금산읍,45500310000,음지리,답,2018,2136,2502.51
5009,2022,진산면,45500380000,석막리,임,2018,1120,27693.35
5265,2022,군북면,45500350000,상곡리,답,2018,1796,3479.85
5521,2022,진산면,45500380000,만악리,구,2018,399,3104.72
5777,2022,제원면,45500330000,대산리,천,2018,461,461.01
6033,2022,제원면,45500330000,용화리,답,2019,837,837.78
6289,2022,금산읍,45500310000,양지리,답,2020,1605,1605.14
6545,2022,금성면,45500320000,하류리,전,2020,2868,2868.49
6801,2022,부리면,45500340000,창평리,답,2018,2954,2954.42
7057,2022,금산읍,45500310000,하옥리,답,2020,447,558.31
7313,2022,군북면,45500350000,내부리,답,2019,1738,2062.75
7569,2022,남일면,45500360000,덕천리,답,2020,1767,1767.02
7825,2022,남일면,45500360000,신정리,답,2019,2605,2605.63
8081,2022,남일면,45500360000,상동리,답,2020,748,748.62
8337,2022,남일면,45500360000,음대리,답,2020,4013,4013.89
8593,2022,부리면,45500340000,현내리,답,2019,1593,1593.76
8849,2022,남일면,45500360000,마장리,전,2020,692,1145.39
9105,2022,복수면,45500390000,수영리,도,2020,29,229.42
9361,2022,금산읍,45500310000,아인리,임,2020,161,222470.77
9617,2022,부리면,45500340000,불이리,임,2020,183,6690.04
9873,2022,남이면,45500370000,상금리,임,2020,60,1042.72
146,2022,진산면,45500380000,묵산리,천,2022,185,92109.66
402,2022,제원면,45500330000,제원리,답,2022,1907,1907.68
658,2022,제원면,45500330000,수당리,임,2022,37,457.5
914,2022,제원면,45500330000,천내리,임,2022,296,147738.92
1170,2022,부리면,45500340000,현내리,답,2022,1854,1854.04
1426,2022,부리면,45500340000,선원리,대,2022,218,931.67
1682,2022,부리면,45500340000,방우리,답,2022,1321,1321.25
1938,2022,남일면,45500360000,마장리,답,2022,2334,2334.63
2194,2022,남일면,45500360000,황풍리,답,2020,3014,3014.07
2450,2022,제원면,45500330000,천내리,답,2020,3896,3896.6
2706,2022,남이면,45500370000,성곡리,답,2022,316,316.77
2962,2022,남일면,45500360000,마장리,답,2020,1588,1588.52
3218,2022,부리면,45500340000,평촌리,전,2021,59,59.81
3474,2022,부리면,45500340000,양곡리,임,2018,483,48360.81
3730,2022,남일면,45500360000,신천리,답,2020,143,143.65
3986,2022,남일면,45500360000,음대리,답,2020,83,701.01
4242,2022,금산읍,45500310000,양지리,천,2020,3943,70096.92
4498,2022,부리면,45500340000,양곡리,답,2018,1213,1213.19
4754,2022,금산읍,45500310000,음지리,구,2017,166,705.06
5010,2022,제원면,45500330000,금성리,과,2018,1928,3010.9
5266,2022,군북면,45500350000,상곡리,전,2016,2110,3118.42
5522,2022,진산면,45500380000,만악리,답,2018,2161,2161.47
5778,2022,복수면,45500390000,목소리,전,2018,1587,4026.29
6034,2022,금성면,45500320000,두곡리,전,2019,1884,3030.86
6290,2022,금산읍,45500310000,음지리,답,2020,1195,1195.68
6546,2022,금성면,45500320000,하류리,답,2020,2122,2465.86
6802,2022,부리면,45500340000,창평리,답,2018,2082,2082.1
7058,2022,제원면,45500330000,수당리,답,2020,1151,1151.03
7314,2022,군북면,45500350000,내부리,답,2018,954,954.47
7570,2022,남일면,45500360000,덕천리,대,2020,141,141.92
7826,2022,남일면,45500360000,신정리,답,2018,189,189.07
8082,2022,남일면,45500360000,초현리,답,2020,2809,2809.33
8338,2022,남일면,45500360000,음대리,답,2020,4007,4007.31
8594,2022,복수면,45500390000,구례리,답,2019,1387,1896.5
8850,2022,남일면,45500360000,마장리,전,2020,2151,2151.79
9106,2022,복수면,45500390000,수영리,임,2020,65,28871.87
9362,2022,금산읍,45500310000,아인리,전,2020,175,553.97
9618,2022,부리면,45500340000,불이리,임,2020,317,6690.04
9874,2022,남일면,45500360000,상동리,구,2020,821,3347.19
147,2022,진산면,45500380000,묵산리,천,2022,156,156.16
403,2022,제원면,45500330000,제원리,답,2022,1810,1810.63
659,2022,제원면,45500330000,수당리,과,2022,21,2025.9
915,2022,진산면,45500380000,엄정리,전,2020,1842,1989.73
1171,2022,부리면,45500340000,현내리,답,2022,662,662.18
1427,2022,부리면,45500340000,선원리,대,2022,239,782.94
1683,2022,남이면,45500370000,상금리,전,2020,75,3397.16
1939,2022,남일면,45500360000,상동리,전,2022,549,1121.7
2195,2022,남일면,45500360000,덕천리,임,2022,736,736.98
2451,2022,남이면,45500370000,건천리,전,2022,134,359.42
2707,2022,남이면,45500370000,하금리,전,2020,4240,4240.88
2963,2022,남일면,45500360000,상동리,전,2021,2253,2750.25
3219,2022,부리면,45500340000,평촌리,과,2021,742,742.75
3475,2022,부리면,45500340000,양곡리,임,2018,1444,48360.81
3731,2022,남일면,45500360000,신천리,답,2020,2550,2550.43
3987,2022,남일면,45500360000,음대리,천,2020,1919,2001.35
4243,2022,금산읍,45500310000,양지리,도,2018,10,55.51
4499,2022,부리면,45500340000,양곡리,답,2017,1034,1034.68
4755,2022,금산읍,45500310000,음지리,임,2017,84,733.35
5011,2022,제원면,45500330000,금성리,답,2018,3301,3302.0
5267,2022,군북면,45500350000,산안리,답,2018,542,542.26
5523,2022,진산면,45500380000,만악리,임,2018,905,32578.7
5779,2022,복수면,45500390000,목소리,전,2018,801,935.9
6035,2022,금성면,45500320000,하류리,답,2018,2970,2970.85
6291,2022,금산읍,45500310000,음지리,답,2019,1590,1590.22
6547,2022,금성면,45500320000,하류리,답,2020,1926,3289.12
6803,2022,부리면,45500340000,창평리,답,2019,2843,2843.2
7059,2022,금산읍,45500310000,하옥리,답,2020,840,1069.93
7315,2022,부리면,45500340000,현내리,답,2018,2812,2812.57
7571,2022,남일면,45500360000,음대리,답,2020,2882,2882.41
7827,2022,남일면,45500360000,신정리,답,2018,1126,1126.33
8083,2022,남일면,45500360000,초현리,전,2020,1062,1072.85
8339,2022,남일면,45500360000,음대리,답,2020,2479,2479.1
8595,2022,복수면,45500390000,지량리,답,2018,2551,3246.56
8851,2022,남일면,45500360000,마장리,답,2020,1140,1140.61
9107,2022,복수면,45500390000,수영리,임,2020,2495,28871.87
9363,2022,금산읍,45500310000,아인리,임,2020,435,222470.77
9619,2022,부리면,45500340000,현내리,전,2020,370,3413.89
9875,2022,남일면,45500360000,음대리,구,2018,446,1633.47
148,2022,진산면,45500380000,묵산리,도,2022,397,397.05
404,2022,제원면,45500330000,구억리,답,2022,1018,1018.39
660,2022,제원면,45500330000,수당리,임,2022,85,180.45
916,2022,진산면,45500380000,엄정리,전,2020,1276,1343.63
1172,2022,부리면,45500340000,현내리,도,2022,414,5740.72
1428,2022,부리면,45500340000,선원리,답,2022,701,2740.67
1684,2022,남이면,45500370000,상금리,답,2020,2217,3998.07
1940,2022,남일면,45500360000,마장리,답,2022,2272,2272.17
2196,2022,남일면,45500360000,황풍리,답,2020,2274,2274.72
2452,2022,남이면,45500370000,건천리,천,2022,582,219680.77
2708,2022,남이면,45500370000,성곡리,답,2022,3122,3122.16
2964,2022,금성면,45500320000,대암리,전,2022,288,288.12
3220,2022,금성면,45500320000,도곡리,도,2022,27,839.82
3476,2022,금성면,45500320000,양전리,전,2022,209,232.62
3732,2022,금산읍,45500310000,계진리,전,2022,94,2449.43
3988,2022,남일면,45500360000,음대리,도,2020,159,4095.66
4244,2022,금산읍,45500310000,양지리,도,2018,40,245.7
4500,2022,부리면,45500340000,평촌리,전,2016,2,2.82
4756,2022,금산읍,45500310000,음지리,전,2017,1037,1209.01
5012,2022,제원면,45500330000,금성리,답,2018,1244,1244.06
5268,2022,군북면,45500350000,산안리,전,2018,1748,1748.28
5524,2022,진산면,45500380000,만악리,임,2018,1064,32578.7
5780,2022,복수면,45500390000,목소리,전,2018,278,278.35
6036,2022,부리면,45500340000,창평리,답,2019,1126,1126.97
6292,2022,금산읍,45500310000,음지리,전,2020,2699,2699.54
6548,2022,금성면,45500320000,하류리,답,2020,1458,1458.25
6804,2022,부리면,45500340000,창평리,답,2019,2490,2490.43
7060,2022,제원면,45500330000,금성리,전,2020,1347,1530.59
7316,2022,부리면,45500340000,현내리,답,2017,1784,1784.88
7572,2022,남일면,45500360000,음대리,답,2020,623,623.97
7828,2022,남일면,45500360000,신정리,답,2018,1239,1239.25
8084,2022,남일면,45500360000,초현리,답,2020,881,881.85
8340,2022,남일면,45500360000,음대리,답,2020,4209,5223.32
8596,2022,군북면,45500350000,내부리,답,2018,492,492.28
8852,2022,남일면,45500360000,마장리,전,2020,272,436.16
9108,2022,복수면,45500390000,수영리,임,2020,370,28871.87
9364,2022,금산읍,45500310000,아인리,전,2020,235,485.45
9620,2022,부리면,45500340000,불이리,도,2015,15,32067.9
9876,2022,진산면,45500380000,읍내리,임,2017,56,170.2
149,2022,진산면,45500380000,묵산리,답,2022,3248,3248.44
405,2022,제원면,45500330000,제원리,답,2022,2394,2394.11
661,2022,제원면,45500330000,수당리,답,2022,3736,3736.91
917,2022,진산면,45500380000,엄정리,전,2020,1472,2020.23
1173,2022,금성면,45500320000,파초리,답,2020,1528,1528.6
1429,2022,부리면,45500340000,선원리,임,2022,4,28116.44
1685,2022,남이면,45500370000,상금리,답,2020,478,1568.48
1941,2022,남일면,45500360000,마장리,답,2022,1903,1903.04
2197,2022,남일면,45500360000,황풍리,답,2021,1686,1686.57
2453,2022,남이면,45500370000,건천리,도,2022,37,192.51
2709,2022,남이면,45500370000,하금리,천,2016,1499,213397.71
2965,2022,금성면,45500320000,대암리,임,2022,622,1466.43
3221,2022,금성면,45500320000,도곡리,도,2022,148,839.82
3477,2022,금성면,45500320000,양전리,전,2022,1345,1856.08
3733,2022,금산읍,45500310000,계진리,전,2022,36,2449.43
3989,2022,남일면,45500360000,신정리,답,2020,290,984.62
4245,2022,금산읍,45500310000,양지리,도,2018,105,191.95
4501,2022,부리면,45500340000,평촌리,도,2016,28,28.19
4757,2022,금성면,45500320000,양전리,답,2018,1318,1318.52
5013,2022,제원면,45500330000,금성리,답,2018,1075,1075.73
5269,2022,군북면,45500350000,산안리,전,2018,584,584.51
5525,2022,진산면,45500380000,만악리,임,2018,205,32578.7
5781,2022,복수면,45500390000,목소리,전,2018,22,22.12
6037,2022,제원면,45500330000,천내리,답,2019,3877,3877.43
6293,2022,금산읍,45500310000,음지리,전,2020,434,547.58
6549,2022,금성면,45500320000,하류리,전,2020,1210,1084.43
6805,2022,부리면,45500340000,창평리,답,2019,3309,3309.25
7061,2022,금산읍,45500310000,신대리,답,2020,1466,1466.04
7317,2022,남일면,45500360000,황풍리,답,2019,1886,2395.73
7573,2022,남일면,45500360000,음대리,답,2020,883,883.51
7829,2022,남일면,45500360000,신정리,답,2018,1713,1713.96
8085,2022,남일면,45500360000,초현리,답,2020,1450,1192.44
8341,2022,남일면,45500360000,음대리,답,2020,3290,3290.92
8597,2022,군북면,45500350000,내부리,답,2018,480,480.27
8853,2022,남일면,45500360000,상동리,답,2020,2506,2701.15
9109,2022,복수면,45500390000,수영리,도,2020,195,1563.58
9365,2022,금산읍,45500310000,양지리,구,2020,253,2005.72
9621,2022,부리면,45500340000,불이리,도,2020,39,32067.9
9877,2022,진산면,45500380000,읍내리,임,2017,134,19925.71
150,2022,진산면,45500380000,묵산리,답,2022,903,903.48
406,2022,제원면,45500330000,제원리,답,2022,724,724.05
662,2022,부리면,45500340000,창평리,답,2020,1987,1987.16
918,2022,제원면,45500330000,천내리,전,2022,676,676.12
1174,2022,금성면,45500320000,파초리,답,2020,3450,3450.87
1430,2022,부리면,45500340000,선원리,구,2022,17,1165.65
1686,2022,남이면,45500370000,상금리,전,2020,13,704.71
1942,2022,남일면,45500360000,마장리,답,2022,3348,3348.33
2198,2022,남일면,45500360000,황풍리,답,2020,1972,1972.88
2454,2022,제원면,45500330000,천내리,답,2021,2266,2266.37
2710,2022,남이면,45500370000,성곡리,구,2022,294,3012.6
2966,2022,금성면,45500320000,대암리,답,2022,1926,1926.29
3222,2022,금성면,45500320000,도곡리,임,2022,169,1194.62
3478,2022,금성면,45500320000,의총리,답,2022,3486,3486.65
3734,2022,금산읍,45500310000,계진리,전,2022,1327,1429.63
3990,2022,군북면,45500350000,천을리,답,2022,158,158.84
4246,2022,금산읍,45500310000,양지리,도,2018,72,304.01
4502,2022,부리면,45500340000,신촌리,답,2020,1015,1015.2
4758,2022,금성면,45500320000,양전리,답,2018,1329,1329.53
5014,2022,제원면,45500330000,금성리,전,2018,2056,2680.48
5270,2022,군북면,45500350000,산안리,전,2018,1253,1916.25
5526,2022,진산면,45500380000,만악리,전,2018,328,328.62
5782,2022,복수면,45500390000,목소리,답,2018,448,1920.87
6038,2022,부리면,45500340000,창평리,답,2017,3010,3010.61
6294,2022,금산읍,45500310000,음지리,전,2020,295,302.02
6550,2022,금성면,45500320000,하류리,답,2019,347,347.9
6806,2022,부리면,45500340000,창평리,답,2018,2069,2069.77
7062,2022,제원면,45500330000,명암리,답,2020,3451,3451.58
7318,2022,남이면,45500370000,성곡리,답,2019,696,696.76
7574,2022,남일면,45500360000,음대리,답,2020,754,754.55
7830,2022,남일면,45500360000,신정리,답,2018,1711,1711.98
8086,2022,남일면,45500360000,초현리,답,2020,519,846.6
8342,2022,남일면,45500360000,음대리,답,2020,2150,2150.73
8598,2022,추부면,45500400000,용지리,전,2019,2701,4920.9
8854,2022,남일면,45500360000,상동리,답,2020,1485,1485.6
9110,2022,복수면,45500390000,수영리,천,2020,65,257.35
9366,2022,금산읍,45500310000,양지리,전,2020,43,1447.48
9622,2022,부리면,45500340000,불이리,도,2020,59,32067.9
9878,2022,남이면,45500370000,상금리,임,2020,252,1042.72
151,2022,진산면,45500380000,두지리,답,2022,3952,4417.45
407,2022,제원면,45500330000,제원리,답,2022,198,1008.54
663,2022,부리면,45500340000,창평리,답,2020,2409,2409.56
919,2022,제원면,45500330000,천내리,전,2022,139,139.54
1175,2022,부리면,45500340000,현내리,답,2022,214,3428.39
1431,2022,부리면,45500340000,선원리,전,2022,2,130.11
