관리번호,기준연도,읍면동,읍면동코드,리,지목,경작연도,경작면적,실제면적
6972,2022,부리면,45500340000,선원리,전,2020,908,1410.3
7228,2022,남일면,45500360000,황풍리,도,2020,310,310.75
7484,2022,남일면,45500360000,덕천리,천,2020,235,235.01
7740,2022,군북면,45500350000,두두리,답,2018,1110,1110.31
7996,2022,군북면,45500350000,상곡리,답,2020,775,775.15
8252,2022,진산면,45500380000,만악리,답,2019,1333,0.0
8508,2022,진산면,45500380000,삼가리,전,2020,2667,2666.89
8764,2022,남이면,45500370000,구석리,전,2020,844,1872.72
9020,2022,복수면,45500390000,지량리,임,2020,228,6125.34
9276,2022,군북면,45500350000,외부리,전,2020,328,1244.29
9532,2022,남일면,45500360000,마장리,전,2020,99,607.92
9788,2022,진산면,45500380000,석막리,차,2020,44,2250.44
61,2022,진산면,45500380000,행정리,답,2022,68,2656.94
317,2022,진산면,45500380000,교촌리,답,2020,3317,3473.36
573,2022,제원면,45500330000,명곡리,전,2022,2499,2499.39
829,2022,제원면,45500330000,명암리,전,2022,299,560.58
1085,2022,부리면,45500340000,어재리,전,2022,1142,1142.94
1341,2022,부리면,45500340000,평촌리,대,2022,907,1225.71
1597,2022,제원면,45500330000,수당리,답,2021,942,942.41
1853,2022,남일면,45500360000,초현리,답,2022,1696,1696.04
2109,2022,남일면,45500360000,덕천리,답,2022,689,689.04
2365,2022,부리면,45500340000,선원리,답,2020,1824,1824.21
2621,2022,남이면,45500370000,역평리,천,2022,1735,105446.31
2877,2022,남이면,45500370000,구석리,답,2022,27,174.02
3133,2022,금성면,45500320000,상가리,도,2022,30,1519.81
3389,2022,금성면,45500320000,양전리,답,2022,2194,2194.95
3645,2022,금산읍,45500310000,음지리,답,2022,1444,1444.04
3901,2022,군북면,45500350000,상곡리,전,2022,28,2003.48
4157,2022,군북면,45500350000,내부리,임,2022,432,31706.59
4413,2022,금성면,45500320000,양전리,답,2016,2434,2434.38
4669,2022,군북면,45500350000,산안리,천,2018,84,44320.64
4925,2022,제원면,45500330000,제원리,답,2018,1688,1688.21
5181,2022,부리면,45500340000,수통리,답,2018,1197,1197.29
5437,2022,남이면,45500370000,상금리,임,2018,751,2961820.85
5693,2022,금성면,45500320000,도곡리,과,2018,672,672.43
5949,2022,제원면,45500330000,수당리,답,2018,1656,1863.98
6205,2022,제원면,45500330000,천내리,천,2020,6,6.83
6461,2022,제원면,45500330000,수당리,전,2019,4629,6107.27
6717,2022,제원면,45500330000,동곡리,전,2020,2285,2285.25
6973,2022,부리면,45500340000,선원리,답,2020,2396,2396.68
7229,2022,남이면,45500370000,성곡리,답,2019,1068,1068.39
7485,2022,남일면,45500360000,덕천리,답,2020,1584,1584.95
7741,2022,군북면,45500350000,두두리,답,2019,1623,1623.49
7997,2022,군북면,45500350000,상곡리,답,2020,929,1645.72
8253,2022,진산면,45500380000,만악리,답,2019,1332,1516.96
8509,2022,진산면,45500380000,삼가리,답,2020,1698,2163.66
8765,2022,남이면,45500370000,성곡리,답,2020,1504,1971.61
9021,2022,복수면,45500390000,지량리,임,2020,49,6264.16
9277,2022,군북면,45500350000,내부리,구,2019,368,17560.29
9533,2022,남일면,45500360000,마장리,전,2020,168,2596.62
9789,2022,금산읍,45500310000,아인리,임,2020,956,222470.77
62,2022,진산면,45500380000,행정리,도,2022,86,628.04
318,2022,진산면,45500380000,교촌리,구,2020,321,79994.12
574,2022,제원면,45500330000,명곡리,임,2022,312,2769.99
830,2022,제원면,45500330000,명암리,답,2022,1917,2662.32
1086,2022,부리면,45500340000,어재리,답,2022,460,460.79
1342,2022,부리면,45500340000,평촌리,답,2022,964,964.51
1598,2022,부리면,45500340000,양곡리,답,2022,1448,1448.77
1854,2022,남일면,45500360000,초현리,답,2022,3804,3804.32
2110,2022,남일면,45500360000,덕천리,답,2022,689,690.0
2366,2022,부리면,45500340000,선원리,전,2020,2004,2004.46
2622,2022,부리면,45500340000,신촌리,답,2021,3337,3337.5
2878,2022,남이면,45500370000,구석리,답,2022,124,343.11
3134,2022,금성면,45500320000,상가리,답,2022,129,1641.76
3390,2022,금성면,45500320000,양전리,답,2022,3036,3036.03
3646,2022,금산읍,45500310000,양지리,답,2022,573,872.96
3902,2022,군북면,45500350000,상곡리,전,2022,387,2003.48
4158,2022,군북면,45500350000,내부리,임,2022,79,31706.59
4414,2022,제원면,45500330000,수당리,답,2017,1387,1387.99
4670,2022,군북면,45500350000,산안리,천,2018,163,44320.64
4926,2022,금산읍,45500310000,중도리,전,2018,793,793.17
5182,2022,부리면,45500340000,수통리,답,2018,1666,1666.15
5438,2022,남이면,45500370000,상금리,전,2018,113,1396.89
5694,2022,금성면,45500320000,두곡리,답,2018,1225,1225.77
5950,2022,금산읍,45500310000,음지리,임,2018,3164,39814.73
6206,2022,금성면,45500320000,마수리,임,2020,49,56.61
6462,2022,제원면,45500330000,용화리,답,2019,1840,1840.07
6718,2022,제원면,45500330000,동곡리,답,2020,227,358.46
6974,2022,부리면,45500340000,선원리,답,2020,1139,1139.34
7230,2022,부리면,45500340000,양곡리,답,2019,2070,2070.05
7486,2022,남일면,45500360000,덕천리,임,2020,48,91.97
7742,2022,남이면,45500370000,성곡리,답,2018,936,936.83
7998,2022,군북면,45500350000,상곡리,전,2020,1766,1766.59
8254,2022,진산면,45500380000,만악리,답,2019,1088,1088.83
8510,2022,복수면,45500390000,곡남리,답,2020,1547,1547.88
8766,2022,부리면,45500340000,현내리,답,2020,1205,1616.45
9022,2022,복수면,45500390000,지량리,임,2020,288,6264.16
9278,2022,군북면,45500350000,내부리,대,2020,51,506.09
9534,2022,남일면,45500360000,마장리,전,2020,128,991.11
9790,2022,부리면,45500340000,관천리,구,2020,106,3663.19
63,2022,진산면,45500380000,행정리,답,2022,1176,1176.77
319,2022,진산면,45500380000,삼가리,도,2022,208,696.06
575,2022,제원면,45500330000,명곡리,구,2022,199,1151.8
831,2022,제원면,45500330000,금성리,전,2022,2639,2639.1
1087,2022,부리면,45500340000,어재리,답,2022,395,686.41
1343,2022,부리면,45500340000,선원리,답,2022,2487,2487.3
1599,2022,부리면,45500340000,양곡리,답,2022,1348,1348.04
1855,2022,남일면,45500360000,초현리,답,2022,3620,3620.7
2111,2022,남일면,45500360000,덕천리,답,2022,883,883.96
2367,2022,남일면,45500360000,음대리,전,2022,486,663.99
2623,2022,부리면,45500340000,신촌리,답,2020,2524,2524.61
2879,2022,남이면,45500370000,구석리,천,2022,23,193680.07
3135,2022,금성면,45500320000,상가리,답,2022,53,884.34
3391,2022,금성면,45500320000,양전리,답,2022,1207,1207.12
3647,2022,남이면,45500370000,구석리,구,2020,141,1377.52
3903,2022,군북면,45500350000,상곡리,답,2022,1310,1310.96
4159,2022,군북면,45500350000,내부리,전,2022,1447,8966.45
4415,2022,금성면,45500320000,의총리,답,2017,1412,1412.79
4671,2022,부리면,45500340000,선원리,답,2018,2869,2869.65
4927,2022,진산면,45500380000,두지리,전,2018,2175,2175.85
5183,2022,부리면,45500340000,수통리,답,2018,522,522.44
5439,2022,남이면,45500370000,상금리,구,2018,151,151.18
5695,2022,남일면,45500360000,황풍리,답,2018,1972,1972.62
5951,2022,금산읍,45500310000,음지리,답,2018,2949,3099.88
6207,2022,제원면,45500330000,제원리,답,2020,2905,2905.97
6463,2022,제원면,45500330000,용화리,답,2018,1214,1214.8
6719,2022,제원면,45500330000,동곡리,답,2020,1713,1713.71
6975,2022,부리면,45500340000,선원리,답,2020,1127,1127.2
7231,2022,부리면,45500340000,양곡리,답,2018,661,661.56
7487,2022,남일면,45500360000,신정리,답,2020,1742,1742.0
7743,2022,군북면,45500350000,동편리,답,2019,1346,1346.39
7999,2022,군북면,45500350000,상곡리,전,2020,1579,1579.14
8255,2022,진산면,45500380000,만악리,답,2019,889,902.86
8511,2022,진산면,45500380000,석막리,답,2020,1899,1994.98
8767,2022,군북면,45500350000,두두리,답,2020,1611,1611.08
9023,2022,복수면,45500390000,지량리,전,2020,317,964.27
9279,2022,군북면,45500350000,내부리,구,2020,53,1059.57
9535,2022,남일면,45500360000,마장리,전,2020,49,1229.48
9791,2022,제원면,45500330000,천내리,답,2020,149,190.03
64,2022,진산면,45500380000,행정리,답,2022,551,551.24
320,2022,진산면,45500380000,읍내리,도,2020,209,287.72
576,2022,제원면,45500330000,명곡리,과,2022,2318,2439.3
832,2022,제원면,45500330000,금성리,답,2022,2904,2904.81
1088,2022,부리면,45500340000,신촌리,답,2022,7674,7674.31
1344,2022,금성면,45500320000,도곡리,과,2020,474,4761.07
1600,2022,부리면,45500340000,양곡리,답,2022,2300,2418.24
1856,2022,남일면,45500360000,초현리,전,2022,1436,1436.06
2112,2022,남일면,45500360000,덕천리,답,2022,1303,1303.97
2368,2022,남일면,45500360000,음대리,답,2022,1686,4215.64
2624,2022,부리면,45500340000,신촌리,답,2020,2992,2992.79
2880,2022,남이면,45500370000,구석리,답,2022,385,438.7
3136,2022,금성면,45500320000,상가리,답,2022,158,534.23
3392,2022,금성면,45500320000,하류리,전,2022,2060,2060.6
3648,2022,남이면,45500370000,구석리,임,2020,1119,96368.39
3904,2022,군북면,45500350000,상곡리,답,2022,2176,2176.74
4160,2022,군북면,45500350000,외부리,답,2022,1525,1525.54
4416,2022,제원면,45500330000,명암리,답,2017,3356,3356.24
4672,2022,제원면,45500330000,길곡리,구,2018,597,39256.83
4928,2022,군북면,45500350000,보광리,임,2018,110,8083.69
5184,2022,부리면,45500340000,수통리,답,2018,1664,1664.91
5440,2022,남이면,45500370000,상금리,구,2018,196,196.32
5696,2022,금성면,45500320000,양전리,임,2018,1114,5113.88
5952,2022,금성면,45500320000,양전리,답,2018,2081,2081.84
6208,2022,제원면,45500330000,천내리,답,2020,1268,1825.56
6464,2022,제원면,45500330000,용화리,답,2019,2220,2220.42
6720,2022,제원면,45500330000,동곡리,답,2020,1423,1423.53
6976,2022,부리면,45500340000,선원리,전,2020,1199,1839.66
7232,2022,군북면,45500350000,호티리,답,2019,3163,3163.35
7488,2022,남일면,45500360000,신정리,도,2020,160,289.23
7744,2022,군북면,45500350000,동편리,답,2019,1681,1681.59
8000,2022,군북면,45500350000,상곡리,전,2020,4989,5465.24
8256,2022,진산면,45500380000,만악리,답,2019,1133,1291.61
8512,2022,진산면,45500380000,석막리,답,2020,655,851.48
8768,2022,진산면,45500380000,석막리,답,2018,702,1080.4
9024,2022,복수면,45500390000,지량리,천,2020,814,588628.24
9280,2022,군북면,45500350000,내부리,구,2020,162,1059.57
9536,2022,부리면,45500340000,창평리,창,2020,113,2221.73
9792,2022,금산읍,45500310000,신대리,답,2020,15,2614.4
65,2022,진산면,45500380000,행정리,도,2022,166,3528.43
321,2022,진산면,45500380000,삼가리,잡,2022,97,710.7
577,2022,제원면,45500330000,명곡리,답,2022,2140,2406.77
833,2022,제원면,45500330000,수당리,답,2022,829,829.73
1089,2022,부리면,45500340000,신촌리,답,2022,3630,3630.17
1345,2022,금성면,45500320000,양전리,답,2020,336,1882.92
1601,2022,부리면,45500340000,예미리,답,2022,1441,1441.96
1857,2022,금산읍,45500310000,음지리,답,2020,2822,2822.96
2113,2022,남일면,45500360000,덕천리,대,2022,624,624.01
2369,2022,남일면,45500360000,음대리,창,2022,368,368.02
2625,2022,남이면,45500370000,역평리,천,2022,389,105446.31
2881,2022,남이면,45500370000,구석리,답,2022,779,1085.86
3137,2022,금성면,45500320000,상가리,답,2022,306,315.43
3393,2022,금성면,45500320000,양전리,답,2022,479,479.51
3649,2022,남이면,45500370000,구석리,임,2020,140,1638.93
3905,2022,군북면,45500350000,상곡리,전,2022,632,632.15
4161,2022,군북면,45500350000,외부리,전,2022,289,289.36
4417,2022,부리면,45500340000,선원리,답,2018,1137,1137.8
4673,2022,남일면,45500360000,신정리,임,2018,255,255.4
4929,2022,제원면,45500330000,제원리,답,2018,993,993.22
5185,2022,부리면,45500340000,수통리,답,2018,2959,2959.66
5441,2022,남이면,45500370000,상금리,답,2018,1278,1278.85
5697,2022,추부면,45500400000,추정리,임,2017,163,163.44
5953,2022,금성면,45500320000,화림리,답,2018,216,577.99
6209,2022,금산읍,45500310000,신대리,답,2020,160,160.19
6465,2022,제원면,45500330000,용화리,전,2019,5042,6651.74
6721,2022,제원면,45500330000,동곡리,답,2020,1118,1345.47
6977,2022,부리면,45500340000,선원리,전,2020,1875,2013.23
7233,2022,부리면,45500340000,평촌리,답,2017,1207,1207.48
7489,2022,남일면,45500360000,신정리,답,2020,251,299.03
7745,2022,군북면,45500350000,조정리,답,2019,1335,1450.9
8001,2022,군북면,45500350000,산안리,답,2020,2617,2617.37
8257,2022,진산면,45500380000,엄정리,답,2018,2607,2607.6
8513,2022,진산면,45500380000,석막리,임,2020,1181,1289.39
8769,2022,군북면,45500350000,두두리,답,2020,643,876.81
9025,2022,복수면,45500390000,지량리,답,2020,76,2628.95
9281,2022,군북면,45500350000,내부리,구,2020,321,3237.95
9537,2022,남일면,45500360000,마장리,구,2020,637,6533.7
9793,2022,금산읍,45500310000,신대리,답,2020,104,2708.17
66,2022,진산면,45500380000,행정리,전,2022,1114,1114.73
322,2022,진산면,45500380000,읍내리,답,2020,918,918.96
578,2022,제원면,45500330000,명곡리,답,2022,1914,1914.19
834,2022,제원면,45500330000,수당리,답,2022,671,671.55
1090,2022,부리면,45500340000,신촌리,답,2022,1670,1670.41
1346,2022,금성면,45500320000,양전리,대,2020,274,661.39
1602,2022,부리면,45500340000,예미리,답,2022,1388,1388.07
1858,2022,금산읍,45500310000,음지리,구,2020,86,3147.42
2114,2022,남일면,45500360000,덕천리,전,2022,689,689.64
2370,2022,남일면,45500360000,음대리,대,2022,413,413.99
2626,2022,남이면,45500370000,역평리,전,2022,277,809.0
2882,2022,남이면,45500370000,구석리,도,2022,122,157.18
3138,2022,금성면,45500320000,상가리,답,2022,1093,1230.57
3394,2022,금성면,45500320000,양전리,전,2022,3344,3344.79
3650,2022,남이면,45500370000,구석리,답,2020,123,499.77
3906,2022,군북면,45500350000,상곡리,전,2022,401,401.6
4162,2022,군북면,45500350000,외부리,답,2022,1747,1747.1
4418,2022,제원면,45500330000,저곡리,답,2017,1932,1932.3
4674,2022,남이면,45500370000,하금리,천,2018,165,10802.11
4930,2022,제원면,45500330000,제원리,답,2018,1953,1953.04
5186,2022,부리면,45500340000,신촌리,답,2017,1649,1649.95
5442,2022,남이면,45500370000,상금리,답,2018,2429,2429.91
5698,2022,군북면,45500350000,두두리,답,2018,2028,2028.04
5954,2022,제원면,45500330000,수당리,전,2018,225,314.09
6210,2022,금산읍,45500310000,신대리,답,2020,55,60.09
6466,2022,제원면,45500330000,천내리,전,2019,1730,2167.35
6722,2022,제원면,45500330000,동곡리,답,2020,274,419.98
6978,2022,부리면,45500340000,선원리,답,2020,1023,1023.76
7234,2022,부리면,45500340000,평촌리,답,2018,984,984.24
7490,2022,남일면,45500360000,신정리,임,2020,167,167.96
7746,2022,군북면,45500350000,조정리,전,2019,1519,1519.5
8002,2022,군북면,45500350000,산안리,답,2020,1636,2018.45
8258,2022,진산면,45500380000,부암리,답,2018,910,910.72
8514,2022,진산면,45500380000,석막리,답,2020,1365,1365.54
8770,2022,남일면,45500360000,신동리,답,2020,273,273.16
9026,2022,복수면,45500390000,지량리,도,2020,355,5660.92
9282,2022,군북면,45500350000,내부리,임,2020,356,8874.04
9538,2022,부리면,45500340000,선원리,임,2020,143,20168.43
9794,2022,부리면,45500340000,신촌리,전,2020,65,348.39
67,2022,진산면,45500380000,행정리,전,2022,741,741.21
323,2022,진산면,45500380000,읍내리,답,2020,1793,1793.13
579,2022,제원면,45500330000,명곡리,답,2022,2436,2436.34
835,2022,제원면,45500330000,수당리,답,2022,1848,1848.07
1091,2022,부리면,45500340000,신촌리,답,2022,1523,1523.14
1347,2022,부리면,45500340000,선원리,답,2022,2358,2358.63
1603,2022,제원면,45500330000,제원리,답,2021,474,1323.95
1859,2022,금산읍,45500310000,음지리,임,2018,174,4468.91
2115,2022,남일면,45500360000,덕천리,답,2022,1807,1807.97
2371,2022,남일면,45500360000,음대리,전,2022,34,34.01
2627,2022,남이면,45500370000,역평리,답,2022,2112,2534.12
2883,2022,남일면,45500360000,초현리,답,2020,661,661.1
3139,2022,금성면,45500320000,상가리,전,2022,1276,2003.83
3395,2022,금성면,45500320000,양전리,답,2022,1718,1718.7
3651,2022,남이면,45500370000,구석리,답,2020,127,1225.06
3907,2022,군북면,45500350000,상곡리,답,2022,1626,1626.58
4163,2022,군북면,45500350000,외부리,답,2022,1476,1476.19
4419,2022,제원면,45500330000,저곡리,답,2016,2025,2025.03
4675,2022,금성면,45500320000,의총리,답,2017,583,1271.93
4931,2022,제원면,45500330000,제원리,답,2018,1968,1968.1
5187,2022,부리면,45500340000,현내리,답,2018,1608,1608.41
5443,2022,남이면,45500370000,상금리,임,2018,511,2566.47
5699,2022,금성면,45500320000,의총리,전,2017,1004,1151.78
5955,2022,금성면,45500320000,화림리,전,2018,2848,2848.44
6211,2022,제원면,45500330000,제원리,답,2020,1281,1281.56
6467,2022,제원면,45500330000,천내리,대,2019,231,231.18
6723,2022,제원면,45500330000,동곡리,답,2020,1917,2095.8
6979,2022,부리면,45500340000,선원리,답,2020,908,908.74
7235,2022,부리면,45500340000,평촌리,전,2018,1257,1257.88
7491,2022,남일면,45500360000,신정리,도,2020,258,258.01
7747,2022,군북면,45500350000,보광리,답,2018,1550,1550.27
8003,2022,군북면,45500350000,산안리,전,2020,2120,2422.14
8259,2022,진산면,45500380000,부암리,답,2018,1400,1400.01
8515,2022,진산면,45500380000,석막리,답,2020,865,1793.2
8771,2022,추부면,45500400000,비례리,답,2020,2316,2316.69
9027,2022,복수면,45500390000,지량리,전,2018,246,1046.65
9283,2022,군북면,45500350000,내부리,임,2020,118,5606.12
9539,2022,부리면,45500340000,선원리,구,2020,82,5270.94
9795,2022,부리면,45500340000,신촌리,전,2020,129,348.39
68,2022,진산면,45500380000,행정리,구,2022,274,15064.4
324,2022,진산면,45500380000,읍내리,답,2020,1501,1501.25
580,2022,제원면,45500330000,명곡리,전,2022,88,565.16
836,2022,제원면,45500330000,제원리,답,2022,197,197.27
1092,2022,부리면,45500340000,신촌리,답,2022,1926,1926.54
1348,2022,부리면,45500340000,선원리,전,2022,731,731.83
1604,2022,제원면,45500330000,제원리,답,2021,163,557.86
1860,2022,금산읍,45500310000,음지리,전,2018,285,1021.15
2116,2022,남일면,45500360000,초현리,답,2022,744,744.58
2372,2022,남일면,45500360000,음대리,전,2022,430,430.7
2628,2022,남이면,45500370000,역평리,답,2022,1584,1770.5
2884,2022,남이면,45500370000,구석리,답,2022,1126,1442.59
3140,2022,금성면,45500320000,상가리,전,2022,713,713.17
3396,2022,금성면,45500320000,양전리,답,2022,1849,1849.32
3652,2022,남이면,45500370000,구석리,답,2020,746,768.08
3908,2022,군북면,45500350000,상곡리,답,2022,1031,1031.83
4164,2022,군북면,45500350000,외부리,답,2022,1275,1275.08
4420,2022,금산읍,45500310000,신대리,답,2017,148,491.37
4676,2022,남일면,45500360000,신정리,답,2018,715,715.84
4932,2022,제원면,45500330000,명암리,답,2018,1140,1247.18
5188,2022,부리면,45500340000,현내리,답,2018,2101,2101.58
5444,2022,남이면,45500370000,건천리,전,2018,1482,1482.9
5700,2022,금성면,45500320000,의총리,전,2018,855,855.95
5956,2022,금성면,45500320000,상가리,전,2018,2419,2601.86
6212,2022,금성면,45500320000,파초리,답,2020,1535,1535.65
6468,2022,제원면,45500330000,천내리,답,2018,3045,3045.97
6724,2022,제원면,45500330000,동곡리,답,2020,25,35.13
6980,2022,부리면,45500340000,선원리,전,2020,522,979.81
7236,2022,부리면,45500340000,신촌리,답,2019,4038,4038.4
7492,2022,남일면,45500360000,신정리,답,2020,1192,1371.95
7748,2022,군북면,45500350000,보광리,답,2019,768,1297.44
8004,2022,군북면,45500350000,산안리,답,2020,1793,2038.79
8260,2022,진산면,45500380000,부암리,답,2018,1289,1894.86
8516,2022,진산면,45500380000,석막리,답,2020,683,683.54
8772,2022,진산면,45500380000,두지리,답,2020,4268,4445.11
9028,2022,추부면,45500400000,성당리,대,2020,312,976.79
9284,2022,군북면,45500350000,내부리,전,2020,50,3429.47
9540,2022,부리면,45500340000,선원리,도,2020,49,2603.51
9796,2022,남이면,45500370000,구석리,천,2020,35,193680.07
69,2022,진산면,45500380000,행정리,답,2022,3328,3328.89
325,2022,진산면,45500380000,읍내리,답,2020,876,876.33
581,2022,제원면,45500330000,제원리,답,2020,5572,5572.22
837,2022,제원면,45500330000,제원리,전,2022,960,960.84
1093,2022,부리면,45500340000,신촌리,답,2022,1941,1941.94
1349,2022,부리면,45500340000,선원리,답,2022,1141,1141.62
1605,2022,부리면,45500340000,양곡리,전,2022,790,2276.13
1861,2022,금산읍,45500310000,음지리,전,2018,394,1842.51
2117,2022,금산읍,45500310000,신대리,전,2020,982,982.48
2373,2022,남일면,45500360000,신정리,임,2022,364,3625.39
2629,2022,남이면,45500370000,역평리,답,2022,513,513.25
2885,2022,남이면,45500370000,구석리,답,2022,1862,2236.4
3141,2022,금성면,45500320000,상가리,구,2022,323,484.88
3397,2022,금성면,45500320000,양전리,장,2022,3478,26794.74
3653,2022,금산읍,45500310000,양지리,답,2022,177,177.83
3909,2022,군북면,45500350000,상곡리,도,2022,155,4889.6
4165,2022,군북면,45500350000,외부리,답,2022,1472,1472.59
4421,2022,진산면,45500380000,두지리,전,2018,834,1358.58
4677,2022,남일면,45500360000,신정리,답,2018,980,980.13
4933,2022,제원면,45500330000,명암리,답,2018,394,394.45
5189,2022,부리면,45500340000,현내리,답,2017,1629,1796.64
5445,2022,남이면,45500370000,역평리,답,2018,1653,1653.89
5701,2022,부리면,45500340000,현내리,답,2017,1039,1039.86
5957,2022,금성면,45500320000,상가리,전,2018,4248,4248.46
6213,2022,금성면,45500320000,하류리,답,2020,97,97.88
6469,2022,제원면,45500330000,천내리,답,2019,590,590.73
6725,2022,제원면,45500330000,동곡리,답,2020,2655,3011.76
6981,2022,부리면,45500340000,선원리,답,2020,1190,1339.01
7237,2022,부리면,45500340000,신촌리,답,2019,1924,1924.31
7493,2022,남일면,45500360000,신천리,답,2020,2737,2737.73
7749,2022,군북면,45500350000,상곡리,답,2019,1104,1355.91
8005,2022,군북면,45500350000,산안리,답,2020,678,1027.11
8261,2022,진산면,45500380000,부암리,답,2019,1351,1351.0
8517,2022,진산면,45500380000,석막리,전,2020,176,346.83
8773,2022,추부면,45500400000,자부리,답,2020,1866,1992.21
9029,2022,추부면,45500400000,성당리,임,2020,142,149731.42
9285,2022,군북면,45500350000,호티리,답,2020,802,1946.9
9541,2022,부리면,45500340000,선원리,구,2020,97,4198.26
9797,2022,남이면,45500370000,구석리,천,2020,981,193680.07
70,2022,진산면,45500380000,행정리,전,2022,143,143.7
326,2022,진산면,45500380000,삼가리,답,2022,2310,2656.93
582,2022,제원면,45500330000,명곡리,답,2022,87,1357.43
838,2022,제원면,45500330000,제원리,전,2022,1040,1675.89
1094,2022,부리면,45500340000,신촌리,답,2022,4021,4021.0
1350,2022,부리면,45500340000,선원리,답,2022,2463,2463.55
1606,2022,부리면,45500340000,양곡리,답,2022,188,988.94
1862,2022,금산읍,45500310000,음지리,답,2020,146,146.22
2118,2022,금산읍,45500310000,신대리,전,2020,2281,2281.49
2374,2022,남일면,45500360000,신정리,전,2022,1163,5943.92
2630,2022,남이면,45500370000,역평리,답,2022,324,324.28
2886,2022,남이면,45500370000,구석리,답,2022,932,932.95
3142,2022,금성면,45500320000,도곡리,전,2022,1372,1372.04
3398,2022,금성면,45500320000,양전리,전,2022,592,949.22
3654,2022,금산읍,45500310000,양지리,답,2022,885,885.55
3910,2022,남일면,45500360000,덕천리,답,2020,5054,5054.77
4166,2022,군북면,45500350000,내부리,답,2022,1564,1564.13
4422,2022,금산읍,45500310000,신대리,전,2016,1301,1301.63
4678,2022,복수면,45500390000,백암리,구,2018,604,78560.69
4934,2022,제원면,45500330000,명암리,답,2018,1686,1686.12
5190,2022,부리면,45500340000,현내리,전,2015,646,1010.98
5446,2022,남이면,45500370000,역평리,답,2018,1639,1639.62
5702,2022,부리면,45500340000,현내리,답,2018,1225,1653.48
5958,2022,금성면,45500320000,상가리,임,2017,2176,13194.5
6214,2022,제원면,45500330000,신안리,임,2020,898,1264.41
6470,2022,제원면,45500330000,천내리,답,2019,1710,1710.88
6726,2022,제원면,45500330000,동곡리,답,2020,161,176.35
6982,2022,부리면,45500340000,선원리,답,2020,2376,2376.94
7238,2022,부리면,45500340000,어재리,답,2019,1522,1522.34
7494,2022,남일면,45500360000,신동리,답,2020,389,389.66
7750,2022,남일면,45500360000,마장리,답,2019,1175,1175.32
8006,2022,군북면,45500350000,산안리,답,2020,756,833.11
8262,2022,진산면,45500380000,부암리,답,2019,1223,1223.81
8518,2022,진산면,45500380000,석막리,답,2020,897,897.78
8774,2022,추부면,45500400000,자부리,답,2020,1145,1528.36
9030,2022,추부면,45500400000,성당리,구,2020,297,33282.81
9286,2022,제원면,45500330000,명곡리,임,2020,1488,38001.71
9542,2022,부리면,45500340000,선원리,도,2020,340,1084.37
9798,2022,제원면,45500330000,수당리,임,2020,109,15827.11
71,2022,진산면,45500380000,행정리,답,2022,1607,1607.74
327,2022,제원면,45500330000,명곡리,답,2022,2557,2557.82
583,2022,제원면,45500330000,명곡리,임,2022,165,30421.55
839,2022,제원면,45500330000,천내리,답,2022,742,742.57
1095,2022,부리면,45500340000,신촌리,답,2022,2958,2958.02
1351,2022,부리면,45500340000,선원리,전,2022,990,990.66
1607,2022,부리면,45500340000,양곡리,전,2022,912,1016.47
1863,2022,남일면,45500360000,초현리,답,2022,1330,1330.13
2119,2022,남일면,45500360000,초현리,답,2022,1037,1038.0
2375,2022,남일면,45500360000,신정리,대,2022,418,1036.97
2631,2022,남이면,45500370000,역평리,답,2022,1205,1205.68
2887,2022,남이면,45500370000,구석리,답,2022,1584,1584.79
3143,2022,부리면,45500340000,양곡리,답,2021,1394,1394.71
3399,2022,금성면,45500320000,양전리,잡,2022,2666,5614.71
3655,2022,남이면,45500370000,구석리,답,2020,222,222.08
3911,2022,군북면,45500350000,상곡리,답,2022,429,561.27
4167,2022,군북면,45500350000,호티리,답,2022,1208,1208.34
4423,2022,제원면,45500330000,수당리,답,2017,675,0.0
4679,2022,군북면,45500350000,보광리,임,2020,234,23302.14
4935,2022,제원면,45500330000,명암리,답,2018,704,704.07
5191,2022,부리면,45500340000,현내리,답,2018,1546,1546.98
5447,2022,금성면,45500320000,양전리,답,2018,5245,5245.97
5703,2022,부리면,45500340000,현내리,답,2018,1419,1716.09
5959,2022,금성면,45500320000,상가리,답,2018,574,577.05
6215,2022,금성면,45500320000,양전리,답,2020,2979,2979.23
6471,2022,제원면,45500330000,천내리,답,2018,1047,1047.22
6727,2022,제원면,45500330000,동곡리,답,2020,1648,1648.42
6983,2022,부리면,45500340000,선원리,전,2020,2487,2522.35
7239,2022,부리면,45500340000,예미리,답,2018,958,958.27
7495,2022,남일면,45500360000,신천리,답,2020,2870,4291.95
7751,2022,군북면,45500350000,상곡리,답,2018,2606,2606.6
8007,2022,군북면,45500350000,산안리,전,2020,685,995.87
8263,2022,진산면,45500380000,부암리,답,2018,456,990.33
8519,2022,추부면,45500400000,비례리,도,2020,363,418.16
8775,2022,추부면,45500400000,자부리,구,2020,130,202.22
9031,2022,군북면,45500350000,상곡리,답,2020,1430,3479.85
9287,2022,제원면,45500330000,명곡리,구,2020,218,24887.27
9543,2022,부리면,45500340000,선원리,답,2020,805,1890.89
9799,2022,부리면,45500340000,창평리,임,2020,233,564.85
72,2022,진산면,45500380000,행정리,답,2022,601,601.8
328,2022,진산면,45500380000,읍내리,답,2020,1936,1936.03
584,2022,제원면,45500330000,명곡리,답,2022,3250,3698.26
